	primaryName	first	last	first.c	last.c	first.l	last.l	bigram	wv.exists
4624	Antonio Sabato	Antonio	Sabato	7	6.0	antonio	sabato	antonio_sabato	True
4625	Carroll Baker	Carroll	Baker	7	5.0	carroll	baker	carroll_baker	True
4626	Clark Hayes	Clark	Hayes	5	5.0	clark	hayes	clark_hayes	False
4627	Clark Hayes	Clark	Hayes	5	5.0	clark	hayes	clark_hayes	False
4628	Marisa Paredes	Marisa	Paredes	6	7.0	marisa	paredes	marisa_paredes	True
4629	Pamela Stahl	Pamela	Stahl	6	5.0	pamela	stahl	pamela_stahl	False
4630	Hal Kessler	Hal	Kessler	3	7.0	hal	kessler	hal_kessler	False
4631	Ann Carli	Ann	Carli	3	5.0	ann	carli	ann_carli	False
4632	Nicolas Gessner	Nicolas	Gessner	7	7.0	nicolas	gessner	nicolas_gessner	False
4633	Salik Silverstein	Salik	Silverstein	5	11.0	salik	silverstein	salik_silverstein	False
4634	James Joyce	James	Joyce	5	5.0	james	joyce	james_joyce	True
4635	Rocco Salata	Rocco	Salata	5	6.0	rocco	salata	rocco_salata	False
4636	James Jacobson	James	Jacobson	5	8.0	james	jacobson	james_jacobson	False
4637	Dic Jones	Dic	Jones	3	5.0	dic	jones	dic_jones	False
4638	Rajkumar	Rajkumar		8		rajkumar			False
4639	Marco Marinangeli	Marco	Marinangeli	5	11.0	marco	marinangeli	marco_marinangeli	False
4640	Peter Myslowski	Peter	Myslowski	5	9.0	peter	myslowski	peter_myslowski	False
4641	Suella Kennedy	Suella	Kennedy	6	7.0	suella	kennedy	suella_kennedy	False
4642	Sally Eccleston	Sally	Eccleston	5	9.0	sally	eccleston	sally_eccleston	False
4643	Wolfgang Wesemann	Wolfgang	Wesemann	8	8.0	wolfgang	wesemann	wolfgang_wesemann	False
4644	Learan Kahanov	Learan	Kahanov	6	7.0	learan	kahanov	learan_kahanov	False
4645	Nikhil Kamkolkar	Nikhil	Kamkolkar	6	9.0	nikhil	kamkolkar	nikhil_kamkolkar	False
4646	Kevin Cooney	Kevin	Cooney	5	6.0	kevin	cooney	kevin_cooney	False
4647	Laura Albert	Laura	Albert	5	6.0	laura	albert	laura_albert	False
4648	Heath Banks	Heath	Banks	5	5.0	heath	banks	heath_banks	False
4649	Amy Lyndon	Amy	Lyndon	3	6.0	amy	lyndon	amy_lyndon	False
4650	Fred V. Merrick	Fred	V. Merrick	4	10.0	fred	v. merrick	fred_v. merrick	False
4651	Julie Mannix	Julie	Mannix	5	6.0	julie	mannix	julie_mannix	False
4652	Susan McNamara	Susan	McNamara	5	8.0	susan	mcnamara	susan_mcnamara	False
4653	Phil Alden Robinson	Phil	Alden Robinson	4	14.0	phil	alden robinson	phil_alden robinson	False
4654	Antonio Machado	Antonio	Machado	7	7.0	antonio	machado	antonio_machado	False
4655	Ivan Rogers	Ivan	Rogers	4	6.0	ivan	rogers	ivan_rogers	False
4656	Paul Maibaum	Paul	Maibaum	4	7.0	paul	maibaum	paul_maibaum	False
4657	Serge Colbert	Serge	Colbert	5	7.0	serge	colbert	serge_colbert	False
4658	Ari Wise	Ari	Wise	3	4.0	ari	wise	ari_wise	False
4659	Chad Waters	Chad	Waters	4	6.0	chad	waters	chad_waters	False
4660	C. Cory M. McCrum-Abdo	C.	Cory M. McCrum-Abdo	2	19.0	c.	cory m. mccrum-abdo	c._cory m. mccrum-abdo	False
4661	Bry Thomas Sanders	Bry	Thomas Sanders	3	14.0	bry	thomas sanders	bry_thomas sanders	False
4662	Ken Blakey	Ken	Blakey	3	6.0	ken	blakey	ken_blakey	False
4663	Sheila Curran Bernard	Sheila	Curran Bernard	6	14.0	sheila	curran bernard	sheila_curran bernard	False
4664	Malcolm Xerxes	Malcolm	Xerxes	7	6.0	malcolm	xerxes	malcolm_xerxes	False
4665	Elaine C. Andrianos	Elaine	C. Andrianos	6	12.0	elaine	c. andrianos	elaine_c. andrianos	False
4666	Gina Marie Ome	Gina	Marie Ome	4	9.0	gina	marie ome	gina_marie ome	False
4667	Frédéric Forestier	Frédéric	Forestier	8	9.0	frédéric	forestier	frédéric_forestier	False
4668	Marc Rizzo	Marc	Rizzo	4	5.0	marc	rizzo	marc_rizzo	False
4669	Aaliyah	Aaliyah		7		aaliyah			False
4670	Mark Addy	Mark	Addy	4	4.0	mark	addy	mark_addy	True
4671	Lou Adler	Lou	Adler	3	5.0	lou	adler	lou_adler	False
4672	Christina Aguilera	Christina	Aguilera	9	8.0	christina	aguilera	christina_aguilera	False
4673	Jessica Alba	Jessica	Alba	7	4.0	jessica	alba	jessica_alba	True
4674	Buzz Aldrin	Buzz	Aldrin	4	6.0	buzz	aldrin	buzz_aldrin	True
4675	Erika Alexander	Erika	Alexander	5	9.0	erika	alexander	erika_alexander	False
4676	Kim Alexis	Kim	Alexis	3	6.0	kim	alexis	kim_alexis	False
4677	Lucky Ali	Lucky	Ali	5	3.0	lucky	ali	lucky_ali	False
4678	Tatyana Ali	Tatyana	Ali	7	3.0	tatyana	ali	tatyana_ali	True
4679	Marcus Allen	Marcus	Allen	6	5.0	marcus	allen	marcus_allen	False
4680	Marty Allen	Marty	Allen	5	5.0	marty	allen	marty_allen	False
4681	Alley	Alley		5		alley			False
4682	Herb Alpert	Herb	Alpert	4	6.0	herb	alpert	herb_alpert	False
4683	Summer Altice	Summer	Altice	6	6.0	summer	altice	summer_altice	False
4684	Louie Anderson	Louie	Anderson	5	8.0	louie	anderson	louie_anderson	False
4685	Mario Andretti	Mario	Andretti	5	8.0	mario	andretti	mario_andretti	True
4686	Michael Andretti	Michael	Andretti	7	8.0	michael	andretti	michael_andretti	False
4687	Giuseppe Andrews	Giuseppe	Andrews	8	7.0	giuseppe	andrews	giuseppe_andrews	False
4688	Naveen Andrews	Naveen	Andrews	6	7.0	naveen	andrews	naveen_andrews	True
4689	Marc Anthony	Marc	Anthony	4	7.0	marc	anthony	marc_anthony	True
4690	Fiona Apple	Fiona	Apple	5	5.0	fiona	apple	fiona_apple	False
4691	Jodi Applegate Kay	Jodi	Applegate Kay	4	13.0	jodi	applegate kay	jodi_applegate kay	False
4692	Giorgio Armani	Giorgio	Armani	7	6.0	giorgio	armani	giorgio_armani	False
4693	Will Arnett	Will	Arnett	4	6.0	will	arnett	will_arnett	False
4694	Darren Aronofsky	Darren	Aronofsky	6	9.0	darren	aronofsky	darren_aronofsky	True
4695	Peter Asher	Peter	Asher	5	5.0	peter	asher	peter_asher	False
4696	Desmond Askew	Desmond	Askew	7	5.0	desmond	askew	desmond_askew	False
4697	Jennifer Aspen	Jennifer	Aspen	8	5.0	jennifer	aspen	jennifer_aspen	False
4698	Patti Austin	Patti	Austin	5	6.0	patti	austin	patti_austin	False
4699	Erykah Badu	Erykah	Badu	6	4.0	erykah	badu	erykah_badu	False
4700	Glen Ballard	Glen	Ballard	4	7.0	glen	ballard	glen_ballard	False
4701	Tyra Banks	Tyra	Banks	4	5.0	tyra	banks	tyra_banks	True
4702	Christine Baranski	Christine	Baranski	9	8.0	christine	baranski	christine_baranski	True
4703	Charles Barkley	Charles	Barkley	7	7.0	charles	barkley	charles_barkley	False
4704	Lance Bass	Lance	Bass	5	4.0	lance	bass	lance_bass	False
4705	Kylie Bax	Kylie	Bax	5	3.0	kylie	bax	kylie_bax	False
4706	Carole Bayer Sager	Carole	Bayer Sager	6	11.0	carole	bayer sager	carole_bayer sager	False
4707	Michael Beach	Michael	Beach	7	5.0	michael	beach	michael_beach	False
4708	Orson Bean	Orson	Bean	5	4.0	orson	bean	orson_bean	False
4709	Garcelle Beauvais	Garcelle	Beauvais	8	8.0	garcelle	beauvais	garcelle_beauvais	False
4710	Boris Becker	Boris	Becker	5	6.0	boris	becker	boris_becker	False
4711	Walter Becker	Walter	Becker	6	6.0	walter	becker	walter_becker	False
4712	Tyson Beckford	Tyson	Beckford	5	8.0	tyson	beckford	tyson_beckford	False
4713	James Van Der Beek	James	Van Der Beek	5	12.0	james	van der beek	james_van der beek	False
4714	Jason Behr	Jason	Behr	5	4.0	jason	behr	jason_behr	True
4715	Shari Belafonte	Shari	Belafonte	5	9.0	shari	belafonte	shari_belafonte	False
4716	Catherine Bell	Catherine	Bell	9	4.0	catherine	bell	catherine_bell	False
4717	Lauralee Bell	Lauralee	Bell	8	4.0	lauralee	bell	lauralee_bell	False
4718	Bill Bellamy	Bill	Bellamy	4	7.0	bill	bellamy	bill_bellamy	False
4719	Camilla Belle	Camilla	Belle	7	5.0	camilla	belle	camilla_belle	True
4720	Maria Bello	Maria	Bello	5	5.0	maria	bello	maria_bello	True
4721	Gil Bellows	Gil	Bellows	3	7.0	gil	bellows	gil_bellows	True
4722	Lawrence Bender	Lawrence	Bender	8	6.0	lawrence	bender	lawrence_bender	False
4723	Paulo Benedeti	Paulo	Benedeti	5	8.0	paulo	benedeti	paulo_benedeti	False
4724	Tony Bennett	Tony	Bennett	4	7.0	tony	bennett	tony_bennett	False
4725	Wes Bentley	Wes	Bentley	3	7.0	wes	bentley	wes_bentley	True
4726	Julie Benz	Julie	Benz	5	4.0	julie	benz	julie_benz	False
4727	Emily Bergl	Emily	Bergl	5	5.0	emily	bergl	emily_bergl	True
4728	Marilyn Bergman	Marilyn	Bergman	7	7.0	marilyn	bergman	marilyn_bergman	False
4729	Crystal Bernard	Crystal	Bernard	7	7.0	crystal	bernard	crystal_bernard	False
4730	Troy Byer	Troy	Byer	4	4.0	troy	byer	troy_byer	False
4731	Leslie Bibb	Leslie	Bibb	6	4.0	leslie	bibb	leslie_bibb	False
4732	Jessica Biel	Jessica	Biel	7	4.0	jessica	biel	jessica_biel	True
4733	Jason Biggs	Jason	Biggs	5	5.0	jason	biggs	jason_biggs	True
4734	Clint Black	Clint	Black	5	5.0	clint	black	clint_black	False
4735	Selma Blair	Selma	Blair	5	5.0	selma	blair	selma_blair	True
4736	Asha Blake	Asha	Blake	4	5.0	asha	blake	asha_blake	False
4737	Kayla Blake	Kayla	Blake	5	5.0	kayla	blake	kayla_blake	False
4738	Jennifer Blanc-Biehn	Jennifer	Blanc-Biehn	8	11.0	jennifer	blanc-biehn	jennifer_blanc-biehn	False
4739	Rachel Blanchard	Rachel	Blanchard	6	9.0	rachel	blanchard	rachel_blanchard	True
4740	Miko Blanco	Miko	Blanco	4	6.0	miko	blanco	miko_blanco	False
4741	Mary J. Blige	Mary	J. Blige	4	8.0	mary	j. blige	mary_j. blige	False
4742	Charlene Bloom	Charlene	Bloom	8	5.0	charlene	bloom	charlene_bloom	False
4743	Andrea Bocelli	Andrea	Bocelli	6	7.0	andrea	bocelli	andrea_bocelli	False
4744	Steven Bochco	Steven	Bochco	6	6.0	steven	bochco	steven_bochco	True
4745	Joseph Bologna	Joseph	Bologna	6	7.0	joseph	bologna	joseph_bologna	False
4746	Gillian Bonner	Gillian	Bonner	7	6.0	gillian	bonner	gillian_bonner	False
4747	Pat Boone	Pat	Boone	3	5.0	pat	boone	pat_boone	True
4748	David Boreanaz	David	Boreanaz	5	8.0	david	boreanaz	david_boreanaz	True
4749	Da Brat	Da	Brat	2	4.0	da	brat	da_brat	False
4750	Toni Braxton	Toni	Braxton	4	7.0	toni	braxton	toni_braxton	False
4751	Lisa Brenner	Lisa	Brenner	4	7.0	lisa	brenner	lisa_brenner	False
4752	Angelica Bridges	Angelica	Bridges	8	7.0	angelica	bridges	angelica_bridges	False
4753	Todd Bridges	Todd	Bridges	4	7.0	todd	bridges	todd_bridges	True
4754	Pat Briggs	Pat	Briggs	3	6.0	pat	briggs	pat_briggs	False
4755	Erin Brockovich-Ellis	Erin	Brockovich-Ellis	4	16.0	erin	brockovich-ellis	erin_brockovich-ellis	False
4756	Adrien Brody	Adrien	Brody	6	5.0	adrien	brody	adrien_brody	True
4757	Garth Brooks	Garth	Brooks	5	6.0	garth	brooks	garth_brooks	False
4758	Meredith Brooks	Meredith	Brooks	8	6.0	meredith	brooks	meredith_brooks	False
4759	Bobbie Brown	Bobbie	Brown	6	5.0	bobbie	brown	bobbie_brown	False
4760	Kimberly J. Brown	Kimberly	J. Brown	8	8.0	kimberly	j. brown	kimberly_j. brown	False
4761	Ryan Browning	Ryan	Browning	4	8.0	ryan	browning	ryan_browning	False
4762	Tony Bui	Tony	Bui	4	3.0	tony	bui	tony_bui	False
4763	Delta Burke	Delta	Burke	5	5.0	delta	burke	delta_burke	False
4764	Brooke Burns	Brooke	Burns	6	5.0	brooke	burns	brooke_burns	False
4765	Saffron Burrows	Saffron	Burrows	7	7.0	saffron	burrows	saffron_burrows	True
4766	Rebeccah Bush	Rebeccah	Bush	8	4.0	rebeccah	bush	rebeccah_bush	False
4767	Amanda Bynes	Amanda	Bynes	6	5.0	amanda	bynes	amanda_bynes	True
4768	Scott Caan	Scott	Caan	5	4.0	scott	caan	scott_caan	True
4769	Linda Lee Cadwell	Linda	Lee Cadwell	5	11.0	linda	lee cadwell	linda_lee cadwell	False
4770	Ashley Tesoro	Ashley	Tesoro	6	6.0	ashley	tesoro	ashley_tesoro	False
4771	Monica Calhoun	Monica	Calhoun	6	7.0	monica	calhoun	monica_calhoun	True
4772	Glen Campbell	Glen	Campbell	4	8.0	glen	campbell	glen_campbell	False
4773	Jessica Campbell	Jessica	Campbell	7	8.0	jessica	campbell	jessica_campbell	False
4774	Tevin Campbell	Tevin	Campbell	5	8.0	tevin	campbell	tevin_campbell	False
4775	Bruno Campos	Bruno	Campos	5	6.0	bruno	campos	bruno_campos	False
4776	Stephen J. Cannell	Stephen	J. Cannell	7	10.0	stephen	j. cannell	stephen_j. cannell	False
4777	Mark Canton	Mark	Canton	4	6.0	mark	canton	mark_canton	False
4778	Jessica Capshaw	Jessica	Capshaw	7	7.0	jessica	capshaw	jessica_capshaw	True
4779	Nestor Carbonell	Nestor	Carbonell	6	9.0	nestor	carbonell	nestor_carbonell	False
4780	Linda Cardellini	Linda	Cardellini	5	10.0	linda	cardellini	linda_cardellini	True
4781	Amie Carey	Amie	Carey	4	5.0	amie	carey	amie_carey	False
4782	Drew Carey	Drew	Carey	4	5.0	drew	carey	drew_carey	True
4783	Adam Carolla	Adam	Carolla	4	7.0	adam	carolla	adam_carolla	False
4784	Charisma Carpenter	Charisma	Carpenter	8	9.0	charisma	carpenter	charisma_carpenter	False
4785	Gabriel Carpenter	Gabriel	Carpenter	7	9.0	gabriel	carpenter	gabriel_carpenter	False
4786	Lisa Nicole Carson	Lisa	Nicole Carson	4	13.0	lisa	nicole carson	lisa_nicole carson	False
4787	Aaron Carter	Aaron	Carter	5	6.0	aaron	carter	aaron_carter	True
4788	Chris Carter	Chris	Carter	5	6.0	chris	carter	chris_carter	True
4789	Deana Carter	Deana	Carter	5	6.0	deana	carter	deana_carter	False
4790	Lynda Carter	Lynda	Carter	5	6.0	lynda	carter	lynda_carter	True
4791	Nancy Cartwright	Nancy	Cartwright	5	10.0	nancy	cartwright	nancy_cartwright	False
4792	Jessica Cauffiel	Jessica	Cauffiel	7	8.0	jessica	cauffiel	jessica_cauffiel	True
4793	Christine Cavanaugh	Christine	Cavanaugh	9	9.0	christine	cavanaugh	christine_cavanaugh	False
4794	Lumi Cavazos	Lumi	Cavazos	4	7.0	lumi	cavazos	lumi_cavazos	False
4795	Matt Cedeño	Matt	Cedeño	4	6.0	matt	cedeño	matt_cedeño	False
4796	Jo Champa	Jo	Champa	2	6.0	jo	champa	jo_champa	False
4797	Charo	Charo		5		charo			False
4798	Morris Chestnut	Morris	Chestnut	6	8.0	morris	chestnut	morris_chestnut	True
4799	Michael Chiklis	Michael	Chiklis	7	7.0	michael	chiklis	michael_chiklis	True
4800	Melanie C	Melanie	C	7	1.0	melanie	c	melanie_c	False
4801	Scarlett Chorvat	Scarlett	Chorvat	8	7.0	scarlett	chorvat	scarlett_chorvat	False
4802	China Chow	China	Chow	5	4.0	china	chow	china_chow	False
4803	Emmanuelle Chriqui	Emmanuelle	Chriqui	10	7.0	emmanuelle	chriqui	emmanuelle_chriqui	False
4804	Helena Christensen	Helena	Christensen	6	11.0	helena	christensen	helena_christensen	False
4805	Eddie Cibrian	Eddie	Cibrian	5	7.0	eddie	cibrian	eddie_cibrian	False
4806	Cisco	Cisco		5		cisco			False
4807	Spencer Treat Clark	Spencer	Treat Clark	7	11.0	spencer	treat clark	spencer_treat clark	False
4808	Tamara Clatterbuck	Tamara	Clatterbuck	6	11.0	tamara	clatterbuck	tamara_clatterbuck	False
4809	Natalie Cole	Natalie	Cole	7	4.0	natalie	cole	natalie_cole	False
4810	Paula Cole	Paula	Cole	5	4.0	paula	cole	paula_cole	False
4811	Gary Collins	Gary	Collins	4	7.0	gary	collins	gary_collins	False
4812	Stephen Collins	Stephen	Collins	7	7.0	stephen	collins	stephen_collins	True
4813	Sean 'Diddy' Combs	Sean	'Diddy' Combs	4	13.0	sean	'diddy' combs	sean_'diddy' combs	False
4814	Brian Connolly	Brian	Connolly	5	8.0	brian	connolly	brian_connolly	False
4815	Richard Cook	Richard	Cook	7	4.0	richard	cook	richard_cook	False
4816	Martha Coolidge	Martha	Coolidge	6	8.0	martha	coolidge	martha_coolidge	True
4817	Coolio	Coolio		6		coolio			False
4818	Alice Cooper	Alice	Cooper	5	6.0	alice	cooper	alice_cooper	True
4819	Stewart Copeland	Stewart	Copeland	7	8.0	stewart	copeland	stewart_copeland	True
4820	Billy Corgan	Billy	Corgan	5	6.0	billy	corgan	billy_corgan	False
4821	Don Cornelius	Don	Cornelius	3	9.0	don	cornelius	don_cornelius	False
4822	Dan Cortese	Dan	Cortese	3	7.0	dan	cortese	dan_cortese	True
4823	Elvis Costello	Elvis	Costello	5	8.0	elvis	costello	elvis_costello	False
4824	Marisa Coughlan	Marisa	Coughlan	6	8.0	marisa	coughlan	marisa_coughlan	True
4825	Walter Cronkite	Walter	Cronkite	6	8.0	walter	cronkite	walter_cronkite	True
4826	Cathy Lee Crosby	Cathy	Lee Crosby	5	10.0	cathy	lee crosby	cathy_lee crosby	False
4827	David Crosby	David	Crosby	5	6.0	david	crosby	david_crosby	False
4828	Alexis Cruz	Alexis	Cruz	6	4.0	alexis	cruz	alexis_cruz	False
4829	Penélope Cruz	Penélope	Cruz	8	4.0	penélope	cruz	penélope_cruz	False
4830	Jane Curtin	Jane	Curtin	4	6.0	jane	curtin	jane_curtin	False
4831	Julie Cypher	Julie	Cypher	5	6.0	julie	cypher	julie_cypher	False
4832	Billy Ray Cyrus	Billy	Ray Cyrus	5	9.0	billy	ray cyrus	billy_ray cyrus	False
4833	Mike D	Mike	D	4	1.0	mike	d	mike_d	False
4834	Carson Daly	Carson	Daly	6	4.0	carson	daly	carson_daly	True
4835	Tim Daly	Tim	Daly	3	4.0	tim	daly	tim_daly	False
4836	Patrika Darbo	Patrika	Darbo	7	5.0	patrika	darbo	patrika_darbo	True
4837	Dana Daurey	Dana	Daurey	4	6.0	dana	daurey	dana_daurey	False
4838	Clive Davis	Clive	Davis	5	5.0	clive	davis	clive_davis	False
4839	Josie Davis	Josie	Davis	5	5.0	josie	davis	josie_davis	False
4840	Kristin Davis	Kristin	Davis	7	5.0	kristin	davis	kristin_davis	False
4841	Marvin Davis	Marvin	Davis	6	5.0	marvin	davis	marvin_davis	False
4842	Nancy Reagan	Nancy	Reagan	5	6.0	nancy	reagan	nancy_reagan	True
4843	Taylor Dayne	Taylor	Dayne	6	5.0	taylor	dayne	taylor_dayne	False
4844	Amanda De Cadenet	Amanda	De Cadenet	6	10.0	amanda	de cadenet	amanda_de cadenet	False
4845	James DeBello	James	DeBello	5	7.0	james	debello	james_debello	False
4846	Majandra Delfino	Majandra	Delfino	8	7.0	majandra	delfino	majandra_delfino	False
4847	Pepa	Pepa		4		pepa			False
4848	Paula Devicq	Paula	Devicq	5	6.0	paula	devicq	paula_devicq	False
4849	Neil Diamond	Neil	Diamond	4	7.0	neil	diamond	neil_diamond	True
4850	Don Diamont	Don	Diamont	3	7.0	don	diamont	don_diamont	False
4851	Andy Dick	Andy	Dick	4	4.0	andy	dick	andy_dick	True
4852	Vin Diesel	Vin	Diesel	3	6.0	vin	diesel	vin_diesel	True
4853	Taye Diggs	Taye	Diggs	4	5.0	taye	diggs	taye_diggs	True
4854	Dishwalla	Dishwalla		9		dishwalla			False
4855	Roy Edward Disney	Roy	Edward Disney	3	13.0	roy	edward disney	roy_edward disney	False
4856	Kevin Dobson	Kevin	Dobson	5	6.0	kevin	dobson	kevin_dobson	False
4857	Snoop Dogg	Snoop	Dogg	5	4.0	snoop	dogg	snoop_dogg	True
4858	Micky Dolenz	Micky	Dolenz	5	6.0	micky	dolenz	micky_dolenz	True
4859	Plácido Domingo	Plácido	Domingo	7	7.0	plácido	domingo	plácido_domingo	False
4860	Phil Donahue	Phil	Donahue	4	7.0	phil	donahue	phil_donahue	False
4861	Tate Donovan	Tate	Donovan	4	7.0	tate	donovan	tate_donovan	True
4862	Roma Downey	Roma	Downey	4	6.0	roma	downey	roma_downey	False
4863	Fred Dryer	Fred	Dryer	4	5.0	fred	dryer	fred_dryer	False
4864	Bill Duke	Bill	Duke	4	4.0	bill	duke	bill_duke	False
4865	Nora Dunn	Nora	Dunn	4	4.0	nora	dunn	nora_dunn	False
4866	Debbe Dunning	Debbe	Dunning	5	7.0	debbe	dunning	debbe_dunning	False
4867	Jermaine Dupri	Jermaine	Dupri	8	5.0	jermaine	dupri	jermaine_dupri	False
4868	Fred Durst	Fred	Durst	4	5.0	fred	durst	fred_durst	True
4869	John Dye	John	Dye	4	3.0	john	dye	john_dye	False
4870	Kenneth 'Babyface' Edmonds	Kenneth	'Babyface' Edmonds	7	18.0	kenneth	'babyface' edmonds	kenneth_'babyface' edmonds	False
4871	Hallie Eisenberg	Hallie	Eisenberg	6	9.0	hallie	eisenberg	hallie_eisenberg	True
4872	Michael Eisner	Michael	Eisner	7	6.0	michael	eisner	michael_eisner	True
4873	David James Elliott	David	James Elliott	5	13.0	david	james elliott	david_james elliott	False
4874	Eminem	Eminem		6		eminem			False
4875	John Enos III	John	Enos III	4	8.0	john	enos iii	john_enos iii	False
4876	Omar Epps	Omar	Epps	4	4.0	omar	epps	omar_epps	True
4877	Ethan Erickson	Ethan	Erickson	5	8.0	ethan	erickson	ethan_erickson	False
4878	Rob Estes	Rob	Estes	3	5.0	rob	estes	rob_estes	True
4879	Esther Cañadas	Esther	Cañadas	6	7.0	esther	cañadas	esther_cañadas	False
4880	Melissa Etheridge	Melissa	Etheridge	7	9.0	melissa	etheridge	melissa_etheridge	False
4881	Kevin Eubanks	Kevin	Eubanks	5	7.0	kevin	eubanks	kevin_eubanks	False
4882	Angie Everhart	Angie	Everhart	5	8.0	angie	everhart	angie_everhart	False
4883	Ava Fabian	Ava	Fabian	3	6.0	ava	fabian	ava_fabian	False
4884	Peter Facinelli	Peter	Facinelli	5	9.0	peter	facinelli	peter_facinelli	False
4885	Donald Fagen	Donald	Fagen	6	5.0	donald	fagen	donald_fagen	False
4886	Edie Falco	Edie	Falco	4	5.0	edie	falco	edie_falco	True
4887	Joey Fatone	Joey	Fatone	4	6.0	joey	fatone	joey_fatone	True
4888	David Faustino	David	Faustino	5	8.0	david	faustino	david_faustino	False
4889	Angela Featherstone	Angela	Featherstone	6	12.0	angela	featherstone	angela_featherstone	False
4890	Oded Fehr	Oded	Fehr	4	4.0	oded	fehr	oded_fehr	False
4891	José Feliciano	José	Feliciano	4	9.0	josé	feliciano	josé_feliciano	False
4892	Fergie	Fergie		6		fergie			False
4893	Giselle Fernandez	Giselle	Fernandez	7	9.0	giselle	fernandez	giselle_fernandez	False
4894	Conchata Ferrell	Conchata	Ferrell	8	7.0	conchata	ferrell	conchata_ferrell	True
4895	Kim Fields	Kim	Fields	3	6.0	kim	fields	kim_fields	False
4896	Danielle Fishel	Danielle	Fishel	8	6.0	danielle	fishel	danielle_fishel	True
4897	Denielle Fisher Johnson	Denielle	Fisher Johnson	8	14.0	denielle	fisher johnson	denielle_fisher johnson	False
4898	Frances Fisher	Frances	Fisher	7	6.0	frances	fisher	frances_fisher	True
4899	Joely Fisher	Joely	Fisher	5	6.0	joely	fisher	joely_fisher	True
4900	Schuyler Fisk	Schuyler	Fisk	8	4.0	schuyler	fisk	schuyler_fisk	False
4901	Vitamin C	Vitamin	C	7	1.0	vitamin	c	vitamin_c	False
4902	Michael Flatley	Michael	Flatley	7	7.0	michael	flatley	michael_flatley	True
4903	Jennifer Flavin	Jennifer	Flavin	8	6.0	jennifer	flavin	jennifer_flavin	False
4904	Heidi Fleiss	Heidi	Fleiss	5	6.0	heidi	fleiss	heidi_fleiss	False
4905	Beau Flynn	Beau	Flynn	4	5.0	beau	flynn	beau_flynn	False
4906	John Fogerty	John	Fogerty	4	7.0	john	fogerty	john_fogerty	False
4907	Dave Foley	Dave	Foley	4	5.0	dave	foley	dave_foley	True
4908	Scott Foley	Scott	Foley	5	5.0	scott	foley	scott_foley	True
4909	June Foray	June	Foray	4	5.0	june	foray	june_foray	True
4910	Betty Ford	Betty	Ford	5	4.0	betty	ford	betty_ford	False
4911	Faith Ford	Faith	Ford	5	4.0	faith	ford	faith_ford	True
4912	Gerald Ford	Gerald	Ford	6	4.0	gerald	ford	gerald_ford	True
4913	Ian Ford	Ian	Ford	3	4.0	ian	ford	ian_ford	False
4914	Ben Foster	Ben	Foster	3	6.0	ben	foster	ben_foster	True
4915	Jamie Foxx	Jamie	Foxx	5	4.0	jamie	foxx	jamie_foxx	True
4916	Kirk Franklin	Kirk	Franklin	4	8.0	kirk	franklin	kirk_franklin	False
4917	Joe Frazier	Joe	Frazier	3	7.0	joe	frazier	joe_frazier	False
4918	Glenn Frey	Glenn	Frey	5	4.0	glenn	frey	glenn_frey	False
4919	Soleil Moon Frye	Soleil	Moon Frye	6	9.0	soleil	moon frye	soleil_moon frye	False
4920	Daisy Fuentes	Daisy	Fuentes	5	7.0	daisy	fuentes	daisy_fuentes	False
4921	Warren G.	Warren	G.	6	2.0	warren	g.	warren_g.	False
4922	Michael Galeota	Michael	Galeota	7	7.0	michael	galeota	michael_galeota	False
4923	Garbage	Garbage		7		garbage			False
4924	Randy Gardner	Randy	Gardner	5	7.0	randy	gardner	randy_gardner	False
4925	Jennifer Gareis	Jennifer	Gareis	8	6.0	jennifer	gareis	jennifer_gareis	False
4926	Priscilla Garita	Priscilla	Garita	9	6.0	priscilla	garita	priscilla_garita	False
4927	Troy Garity	Troy	Garity	4	6.0	troy	garity	troy_garity	False
4928	Jennifer Garner	Jennifer	Garner	8	6.0	jennifer	garner	jennifer_garner	True
4929	Brad Garrett	Brad	Garrett	4	7.0	brad	garrett	brad_garrett	True
4930	Cynthia Garrett	Cynthia	Garrett	7	7.0	cynthia	garrett	cynthia_garrett	False
4931	Steve Garvey	Steve	Garvey	5	6.0	steve	garvey	steve_garvey	False
4932	Boy George	Boy	George	3	6.0	boy	george	boy_george	False
4933	Galen Gering	Galen	Gering	5	6.0	galen	gering	galen_gering	False
4934	Anna Getty	Anna	Getty	4	5.0	anna	getty	anna_getty	False
4935	Leeza Gibbons	Leeza	Gibbons	5	7.0	leeza	gibbons	leeza_gibbons	False
4936	Marla Gibbs	Marla	Gibbs	5	5.0	marla	gibbs	marla_gibbs	False
4937	Thomas Gibson	Thomas	Gibson	6	6.0	thomas	gibson	thomas_gibson	True
4938	Sara Gilbert	Sara	Gilbert	4	7.0	sara	gilbert	sara_gilbert	False
4939	Vince Gill	Vince	Gill	5	4.0	vince	gill	vince_gill	False
4940	Bill Gilman	Bill	Gilman	4	6.0	bill	gilman	bill_gilman	False
4941	Peri Gilpin	Peri	Gilpin	4	6.0	peri	gilpin	peri_gilpin	False
4942	Dale Godboldo	Dale	Godboldo	4	8.0	dale	godboldo	dale_godboldo	False
4943	Adam Goldberg	Adam	Goldberg	4	8.0	adam	goldberg	adam_goldberg	True
