	primaryName	first	last	first.c	last.c	first.l	last.l	bigram	wv.exists
9765	Saskia Ackema	Saskia	Ackema	6	6.0	saskia	ackema	saskia_ackema	False
9766	Amy Acker	Amy	Acker	3	5.0	amy	acker	amy_acker	False
9767	Antony Acker	Antony	Acker	6	5.0	antony	acker	antony_acker	False
9768	Barbara Acker	Barbara	Acker	7	5.0	barbara	acker	barbara_acker	False
9769	Ben Acker	Ben	Acker	3	5.0	ben	acker	ben_acker	False
9770	Berko Acker	Berko	Acker	5	5.0	berko	acker	berko_acker	False
9771	Beth Acker	Beth	Acker	4	5.0	beth	acker	beth_acker	False
9772	Deb Acker	Deb	Acker	3	5.0	deb	acker	deb_acker	False
9773	Denis Acker	Denis	Acker	5	5.0	denis	acker	denis_acker	False
9774	Edward Acker	Edward	Acker	6	5.0	edward	acker	edward_acker	False
9775	Erin Acker	Erin	Acker	4	5.0	erin	acker	erin_acker	False
9776	Eugene Acker	Eugene	Acker	6	5.0	eugene	acker	eugene_acker	False
9777	Eugene Acker	Eugene	Acker	6	5.0	eugene	acker	eugene_acker	False
9778	Iris Acker	Iris	Acker	4	5.0	iris	acker	iris_acker	False
9779	Jean Acker	Jean	Acker	4	5.0	jean	acker	jean_acker	False
9780	Jean-François Acker	Jean-François	Acker	13	5.0	jean-françois	acker	jean-françois_acker	False
9781	Kathy Acker	Kathy	Acker	5	5.0	kathy	acker	kathy_acker	False
9782	Martha Acker	Martha	Acker	6	5.0	martha	acker	martha_acker	False
9783	Martha Acker	Martha	Acker	6	5.0	martha	acker	martha_acker	False
9784	Natacha Acker	Natacha	Acker	7	5.0	natacha	acker	natacha_acker	False
9785	Nathaniel Acker	Nathaniel	Acker	9	5.0	nathaniel	acker	nathaniel_acker	False
9786	Norman Acker	Norman	Acker	6	5.0	norman	acker	norman_acker	False
9787	Randy Acker	Randy	Acker	5	5.0	randy	acker	randy_acker	False
9788	Lawrence Acker	Lawrence	Acker	8	5.0	lawrence	acker	lawrence_acker	False
9789	Ryan Acker	Ryan	Acker	4	5.0	ryan	acker	ryan_acker	False
9790	Shane Acker	Shane	Acker	5	5.0	shane	acker	shane_acker	False
9791	Sharon Acker	Sharon	Acker	6	5.0	sharon	acker	sharon_acker	False
9792	Steve Acker	Steve	Acker	5	5.0	steve	acker	steve_acker	False
9793	Yulia Akerholt	Yulia	Akerholt	5	8.0	yulia	akerholt	yulia_akerholt	False
9794	Marcel Ackerknecht	Marcel	Ackerknecht	6	11.0	marcel	ackerknecht	marcel_ackerknecht	False
9795	Gregory Ackerland	Gregory	Ackerland	7	9.0	gregory	ackerland	gregory_ackerland	False
9796	J.R. Ackerley	J.R.	Ackerley	4	8.0	j.r.	ackerley	j.r._ackerley	False
9797	A.E.D. Ackerly	A.E.D.	Ackerly	6	7.0	a.e.d.	ackerly	a.e.d._ackerly	False
9798	A.D. Ackerman	A.D.	Ackerman	4	8.0	a.d.	ackerman	a.d._ackerman	False
9799	Andrew A. Ackerman	Andrew	A. Ackerman	6	11.0	andrew	a. ackerman	andrew_a. ackerman	False
9800	Andy Ackerman	Andy	Ackerman	4	8.0	andy	ackerman	andy_ackerman	False
9801	Barbara Ackerman	Barbara	Ackerman	7	8.0	barbara	ackerman	barbara_ackerman	False
9802	Beth Ackerman	Beth	Ackerman	4	8.0	beth	ackerman	beth_ackerman	False
9803	Bettye Ackerman	Bettye	Ackerman	6	8.0	bettye	ackerman	bettye_ackerman	False
9804	Bill Ackerman	Bill	Ackerman	4	8.0	bill	ackerman	bill_ackerman	False
9805	Boyd Ackerman	Boyd	Ackerman	4	8.0	boyd	ackerman	boyd_ackerman	False
9806	Bradley Ackerman	Bradley	Ackerman	7	8.0	bradley	ackerman	bradley_ackerman	False
9807	C. Fred Ackerman	C.	Fred Ackerman	2	13.0	c.	fred ackerman	c._fred ackerman	False
9808	Dan Ackerman	Dan	Ackerman	3	8.0	dan	ackerman	dan_ackerman	False
9809	Dave Ackerman	Dave	Ackerman	4	8.0	dave	ackerman	dave_ackerman	False
9810	David Willis Ackerman	David	Willis Ackerman	5	15.0	david	willis ackerman	david_willis ackerman	False
9811	Don Ackerman	Don	Ackerman	3	8.0	don	ackerman	don_ackerman	False
9812	Don Ackerman	Don	Ackerman	3	8.0	don	ackerman	don_ackerman	False
9813	Ed Ackerman	Ed	Ackerman	2	8.0	ed	ackerman	ed_ackerman	False
9814	Elizabeth Ackerman	Elizabeth	Ackerman	9	8.0	elizabeth	ackerman	elizabeth_ackerman	False
9815	Forrest J. Ackerman	Forrest	J. Ackerman	7	11.0	forrest	j. ackerman	forrest_j. ackerman	False
9816	Paul Vernon	Paul	Vernon	4	6.0	paul	vernon	paul_vernon	False
9817	Georgina Ackerman	Georgina	Ackerman	8	8.0	georgina	ackerman	georgina_ackerman	False
9818	Hal Ackerman	Hal	Ackerman	3	8.0	hal	ackerman	hal_ackerman	False
9819	Ronni Ackerman	Ronni	Ackerman	5	8.0	ronni	ackerman	ronni_ackerman	False
9820	Harry Ackerman	Harry	Ackerman	5	8.0	harry	ackerman	harry_ackerman	False
9821	Hildegard Ackerman	Hildegard	Ackerman	9	8.0	hildegard	ackerman	hildegard_ackerman	False
9822	Homer Ackerman	Homer	Ackerman	5	8.0	homer	ackerman	homer_ackerman	False
9823	Howard Ackerman	Howard	Ackerman	6	8.0	howard	ackerman	howard_ackerman	False
9824	Jack Ackerman	Jack	Ackerman	4	8.0	jack	ackerman	jack_ackerman	False
9825	Jack E. Ackerman	Jack	E. Ackerman	4	11.0	jack	e. ackerman	jack_e. ackerman	False
9826	James Ackerman	James	Ackerman	5	8.0	james	ackerman	james_ackerman	False
9827	Jan Ackerman	Jan	Ackerman	3	8.0	jan	ackerman	jan_ackerman	False
9828	Jean Ackerman	Jean	Ackerman	4	8.0	jean	ackerman	jean_ackerman	False
9829	Jeff Ackerman	Jeff	Ackerman	4	8.0	jeff	ackerman	jeff_ackerman	False
9830	John Ackerman	John	Ackerman	4	8.0	john	ackerman	john_ackerman	False
9831	Josh Ackerman	Josh	Ackerman	4	8.0	josh	ackerman	josh_ackerman	False
9832	Justin Ackerman	Justin	Ackerman	6	8.0	justin	ackerman	justin_ackerman	False
9833	Karl Ackerman	Karl	Ackerman	4	8.0	karl	ackerman	karl_ackerman	False
9834	Katie Ackerman	Katie	Ackerman	5	8.0	katie	ackerman	katie_ackerman	False
9835	Kevin Ackerman	Kevin	Ackerman	5	8.0	kevin	ackerman	kevin_ackerman	False
9836	Kevin Ackerman	Kevin	Ackerman	5	8.0	kevin	ackerman	kevin_ackerman	False
9837	Kevin Ian Ackerman	Kevin	Ian Ackerman	5	12.0	kevin	ian ackerman	kevin_ian ackerman	False
9838	Leonard Ackerman	Leonard	Ackerman	7	8.0	leonard	ackerman	leonard_ackerman	False
9839	Leslie Ackerman	Leslie	Ackerman	6	8.0	leslie	ackerman	leslie_ackerman	False
9840	Loni Ackerman	Loni	Ackerman	4	8.0	loni	ackerman	loni_ackerman	False
9841	Luca Ackerman	Luca	Ackerman	4	8.0	luca	ackerman	luca_ackerman	False
9842	Malvina Ackerman	Malvina	Ackerman	7	8.0	malvina	ackerman	malvina_ackerman	False
9843	Michael Ackerman	Michael	Ackerman	7	8.0	michael	ackerman	michael_ackerman	False
9844	Mitch Ackerman	Mitch	Ackerman	5	8.0	mitch	ackerman	mitch_ackerman	False
9845	Naomi Ackerman	Naomi	Ackerman	5	8.0	naomi	ackerman	naomi_ackerman	False
9846	Noah Ackerman	Noah	Ackerman	4	8.0	noah	ackerman	noah_ackerman	False
9847	Peter Ackerman	Peter	Ackerman	5	8.0	peter	ackerman	peter_ackerman	False
9848	Phillip Ackerman	Phillip	Ackerman	7	8.0	phillip	ackerman	phillip_ackerman	False
9849	Randy Ackerman	Randy	Ackerman	5	8.0	randy	ackerman	randy_ackerman	False
9850	Raymond Ackerman	Raymond	Ackerman	7	8.0	raymond	ackerman	raymond_ackerman	False
9851	Regina Ackerman	Regina	Ackerman	6	8.0	regina	ackerman	regina_ackerman	False
9852	Rickey Ackerman	Rickey	Ackerman	6	8.0	rickey	ackerman	rickey_ackerman	False
9853	Robert Ackerman	Robert	Ackerman	6	8.0	robert	ackerman	robert_ackerman	False
9854	Robert Ackerman	Robert	Ackerman	6	8.0	robert	ackerman	robert_ackerman	False
9855	Robert Allan Ackerman	Robert	Allan Ackerman	6	14.0	robert	allan ackerman	robert_allan ackerman	False
9856	Ron Ackerman	Ron	Ackerman	3	8.0	ron	ackerman	ron_ackerman	False
9857	Stanley Ackerman	Stanley	Ackerman	7	8.0	stanley	ackerman	stanley_ackerman	False
9858	Steve Ackerman	Steve	Ackerman	5	8.0	steve	ackerman	steve_ackerman	False
9859	Walter Ackerman	Walter	Ackerman	6	8.0	walter	ackerman	walter_ackerman	False
9860	Will Ackerman	Will	Ackerman	4	8.0	will	ackerman	will_ackerman	False
9861	William Ackerman	William	Ackerman	7	8.0	william	ackerman	william_ackerman	False
9862	Woolsey Ackerman	Woolsey	Ackerman	7	8.0	woolsey	ackerman	woolsey_ackerman	False
9863	Louis Ackerman-Oerton	Louis	Ackerman-Oerton	5	15.0	louis	ackerman-oerton	louis_ackerman-oerton	False
9864	Anna Maria Ackermann	Anna	Maria Ackermann	4	15.0	anna	maria ackermann	anna_maria ackermann	False
9865	Anton Ackermann	Anton	Ackermann	5	9.0	anton	ackermann	anton_ackermann	False
9866	Elisabeth Ackermann	Elisabeth	Ackermann	9	9.0	elisabeth	ackermann	elisabeth_ackermann	False
9867	Gabriela Ackermann	Gabriela	Ackermann	8	9.0	gabriela	ackermann	gabriela_ackermann	False
9868	Gertrude Ackermann	Gertrude	Ackermann	8	9.0	gertrude	ackermann	gertrude_ackermann	False
9869	Heide Ackermann	Heide	Ackermann	5	9.0	heide	ackermann	heide_ackermann	False
9870	James Ackermann	James	Ackermann	5	9.0	james	ackermann	james_ackermann	False
9871	Kathrin Ackermann	Kathrin	Ackermann	7	9.0	kathrin	ackermann	kathrin_ackermann	False
9872	Klaas Akkermann	Klaas	Akkermann	5	9.0	klaas	akkermann	klaas_akkermann	False
9873	Kurt Ackermann	Kurt	Ackermann	4	9.0	kurt	ackermann	kurt_ackermann	False
9874	Martin Ackermann	Martin	Ackermann	6	9.0	martin	ackermann	martin_ackermann	False
9875	Maud Ackermann	Maud	Ackermann	4	9.0	maud	ackermann	maud_ackermann	False
9876	Nina Ackermann	Nina	Ackermann	4	9.0	nina	ackermann	nina_ackermann	False
9877	Peter Ackermann	Peter	Ackermann	5	9.0	peter	ackermann	peter_ackermann	False
9878	Rainer Ackermann	Rainer	Ackermann	6	9.0	rainer	ackermann	rainer_ackermann	False
9879	Ralf Ackermann	Ralf	Ackermann	4	9.0	ralf	ackermann	ralf_ackermann	False
9880	Stéphane Ackermann	Stéphane	Ackermann	8	9.0	stéphane	ackermann	stéphane_ackermann	False
9881	Thilo Ackermann	Thilo	Ackermann	5	9.0	thilo	ackermann	thilo_ackermann	False
9882	Tom Ackermann	Tom	Ackermann	3	9.0	tom	ackermann	tom_ackermann	False
9883	Trude Ackermann	Trude	Ackermann	5	9.0	trude	ackermann	trude_ackermann	False
9884	Willi Ackermann	Willi	Ackermann	5	9.0	willi	ackermann	willi_ackermann	False
9885	H. Ackermans	H.	Ackermans	2	9.0	h.	ackermans	h._ackermans	False
9886	Jan Ackermans	Jan	Ackermans	3	9.0	jan	ackermans	jan_ackermans	False
9887	Tim Ackers	Tim	Ackers	3	6.0	tim	ackers	tim_ackers	False
9888	George Ackerson	George	Ackerson	6	8.0	george	ackerson	george_ackerson	False
9889	David Ackert	David	Ackert	5	6.0	david	ackert	david_ackert	False
9890	Ramin Ackert	Ramin	Ackert	5	6.0	ramin	ackert	ramin_ackert	False
9891	Julie Ackerton	Julie	Ackerton	5	8.0	julie	ackerton	julie_ackerton	False
9892	Karin Acket	Karin	Acket	5	5.0	karin	acket	karin_acket	False
9893	Steve Ackhurst	Steve	Ackhurst	5	8.0	steve	ackhurst	steve_ackhurst	False
9894	Jeffrey P. Ackil	Jeffrey	P. Ackil	7	8.0	jeffrey	p. ackil	jeffrey_p. ackil	False
9895	Claire Ackilli	Claire	Ackilli	6	7.0	claire	ackilli	claire_ackilli	False
9896	Christopher Ackland	Christopher	Ackland	11	7.0	christopher	ackland	christopher_ackland	False
9897	Jennifer Ackland	Jennifer	Ackland	8	7.0	jennifer	ackland	jennifer_ackland	False
9898	Melanie Ackland	Melanie	Ackland	7	7.0	melanie	ackland	melanie_ackland	False
9899	Noreen Ackland	Noreen	Ackland	6	7.0	noreen	ackland	noreen_ackland	False
9900	Ray Ackland	Ray	Ackland	3	7.0	ray	ackland	ray_ackland	False
9901	Richard Ackland	Richard	Ackland	7	7.0	richard	ackland	richard_ackland	False
9902	Rodney Ackland	Rodney	Ackland	6	7.0	rodney	ackland	rodney_ackland	False
9903	Victor L. Ackland	Victor	L. Ackland	6	10.0	victor	l. ackland	victor_l. ackland	False
9904	Amanda Ackland-Snow	Amanda	Ackland-Snow	6	12.0	amanda	ackland-snow	amanda_ackland-snow	False
9905	Andrew Ackland-Snow	Andrew	Ackland-Snow	6	12.0	andrew	ackland-snow	andrew_ackland-snow	False
9906	Brian Ackland-Snow	Brian	Ackland-Snow	5	12.0	brian	ackland-snow	brian_ackland-snow	False
9907	Dominic Ackland-Snow	Dominic	Ackland-Snow	7	12.0	dominic	ackland-snow	dominic_ackland-snow	False
9908	Terry Ackland-Snow	Terry	Ackland-Snow	5	12.0	terry	ackland-snow	terry_ackland-snow	False
9909	Vivien Ackland-Snow	Vivien	Ackland-Snow	6	12.0	vivien	ackland-snow	vivien_ackland-snow	False
9910	Joseph Ackler	Joseph	Ackler	6	6.0	joseph	ackler	joseph_ackler	False
9911	Alan Ackles	Alan	Ackles	4	6.0	alan	ackles	alan_ackles	False
9912	David Ackles	David	Ackles	5	6.0	david	ackles	david_ackles	False
9913	Jensen Ackles	Jensen	Ackles	6	6.0	jensen	ackles	jensen_ackles	False
9914	Jill Ackles	Jill	Ackles	4	6.0	jill	ackles	jill_ackles	False
9915	Ken Ackles	Ken	Ackles	3	6.0	ken	ackles	ken_ackles	False
9916	Alana Caudillo	Alana	Caudillo	5	8.0	alana	caudillo	alana_caudillo	False
9917	Alyson Ackley	Alyson	Ackley	6	6.0	alyson	ackley	alyson_ackley	False
9918	Brian Ackley	Brian	Ackley	5	6.0	brian	ackley	brian_ackley	False
9919	Casey Donahue Ackley	Casey	Donahue Ackley	5	14.0	casey	donahue ackley	casey_donahue ackley	False
9920	James Ackley	James	Ackley	5	6.0	james	ackley	james_ackley	False
9921	Jonathan Ackley	Jonathan	Ackley	8	6.0	jonathan	ackley	jonathan_ackley	False
9922	Claudia Acklin	Claudia	Acklin	7	6.0	claudia	acklin	claudia_acklin	False
9923	Andrew Ackman	Andrew	Ackman	6	6.0	andrew	ackman	andrew_ackman	False
9924	Cole Ackman	Cole	Ackman	4	6.0	cole	ackman	cole_ackman	False
9925	Géraldine Ackmann	Géraldine	Ackmann	9	7.0	géraldine	ackmann	géraldine_ackmann	False
9926	Bill Ackridge	Bill	Ackridge	4	8.0	bill	ackridge	bill_ackridge	False
9927	David Ackridge	David	Ackridge	5	8.0	david	ackridge	david_ackridge	False
9928	Lloyd Akridge	Lloyd	Akridge	5	7.0	lloyd	akridge	lloyd_akridge	False
9929	David Ackrill	David	Ackrill	5	7.0	david	ackrill	david_ackrill	False
9930	James Ackrin	James	Ackrin	5	6.0	james	ackrin	james_ackrin	False
9931	Tom Ackron	Tom	Ackron	3	6.0	tom	ackron	tom_ackron	False
9932	Anthony Ackroyd	Anthony	Ackroyd	7	7.0	anthony	ackroyd	anthony_ackroyd	False
9933	Barry Ackroyd	Barry	Ackroyd	5	7.0	barry	ackroyd	barry_ackroyd	False
9934	David Ackroyd	David	Ackroyd	5	7.0	david	ackroyd	david_ackroyd	False
9935	Gayle Ackroyd	Gayle	Ackroyd	5	7.0	gayle	ackroyd	gayle_ackroyd	False
9936	Heather Ackroyd	Heather	Ackroyd	7	7.0	heather	ackroyd	heather_ackroyd	False
9937	Jack Ackroyd	Jack	Ackroyd	4	7.0	jack	ackroyd	jack_ackroyd	False
9938	Jack Ackroyd	Jack	Ackroyd	4	7.0	jack	ackroyd	jack_ackroyd	False
9939	Juliet Aykroyd	Juliet	Aykroyd	6	7.0	juliet	aykroyd	juliet_aykroyd	False
9940	Timothy Ackroyd	Timothy	Ackroyd	7	7.0	timothy	ackroyd	timothy_ackroyd	False
9941	Tilo Acksel	Tilo	Acksel	4	6.0	tilo	acksel	tilo_acksel	False
9942	Yevgeni Acksenov	Yevgeni	Acksenov	7	8.0	yevgeni	acksenov	yevgeni_acksenov	False
9943	E.N. Ackter	E.N.	Ackter	4	6.0	e.n.	ackter	e.n._ackter	False
9944	Lance Acktiv	Lance	Acktiv	5	6.0	lance	acktiv	lance_acktiv	False
9945	Gerhard Acktun	Gerhard	Acktun	7	6.0	gerhard	acktun	gerhard_acktun	False
9946	Wakefield Ackuaku	Wakefield	Ackuaku	9	7.0	wakefield	ackuaku	wakefield_ackuaku	False
9947	Wolf Ackva	Wolf	Ackva	4	5.0	wolf	ackva	wolf_ackva	False
9948	A.W. Acland	A.W.	Acland	4	6.0	a.w.	acland	a.w._acland	False
9949	Lleslle Aclaro	Lleslle	Aclaro	7	6.0	lleslle	aclaro	lleslle_aclaro	False
9950	Lily Aclemar	Lily	Aclemar	4	7.0	lily	aclemar	lily_aclemar	False
9951	Fadh Acloque	Fadh	Acloque	4	7.0	fadh	acloque	fadh_acloque	False
9952	Duane Acoba	Duane	Acoba	5	5.0	duane	acoba	duane_acoba	False
9953	Kelly Acoca	Kelly	Acoca	5	5.0	kelly	acoca	kelly_acoca	False
9954	Kauwela Acocella	Kauwela	Acocella	7	8.0	kauwela	acocella	kauwela_acocella	False
9955	Bimbo Acock	Bimbo	Acock	5	5.0	bimbo	acock	bimbo_acock	False
9956	Kerry Acock	Kerry	Acock	5	5.0	kerry	acock	kerry_acock	False
9957	George Acogny	George	Acogny	6	6.0	george	acogny	george_acogny	False
9958	Jaylin Maureen Acol	Jaylin	Maureen Acol	6	12.0	jaylin	maureen acol	jaylin_maureen acol	False
9959	Reed Derwin Acol	Reed	Derwin Acol	4	11.0	reed	derwin acol	reed_derwin acol	False
9960	Giovanni Acolati	Giovanni	Acolati	8	7.0	giovanni	acolati	giovanni_acolati	False
9961	Sims Acolatse	Sims	Acolatse	4	8.0	sims	acolatse	sims_acolatse	False
9962	Greg Agalsoff	Greg	Agalsoff	4	8.0	greg	agalsoff	greg_agalsoff	False
9963	David Acomba	David	Acomba	5	6.0	david	acomba	david_acomba	False
9964	Jordan Acomba	Jordan	Acomba	6	6.0	jordan	acomba	jordan_acomba	False
9965	Daniel Acon	Daniel	Acon	6	4.0	daniel	acon	daniel_acon	False
9966	Tony Acone	Tony	Acone	4	5.0	tony	acone	tony_acone	False
9967	Francesco Aconito Deribatti	Francesco	Aconito Deribatti	9	17.0	francesco	aconito deribatti	francesco_aconito deribatti	False
9968	Aron Acord	Aron	Acord	4	5.0	aron	acord	aron_acord	False
9969	Art Acord	Art	Acord	3	5.0	art	acord	art_acord	False
9970	Calvin Joe Acord	Calvin	Joe Acord	6	9.0	calvin	joe acord	calvin_joe acord	False
9971	Charles H. Acord	Charles	H. Acord	7	8.0	charles	h. acord	charles_h. acord	False
9972	Joe Acord	Joe	Acord	3	5.0	joe	acord	joe_acord	False
9973	Lance Acord	Lance	Acord	5	5.0	lance	acord	lance_acord	False
9974	Jonathon Acorn	Jonathon	Acorn	8	5.0	jonathon	acorn	jonathon_acorn	False
9975	Rua Acorn	Rua	Acorn	3	5.0	rua	acorn	rua_acorn	False
9976	Sassy Acorn	Sassy	Acorn	5	5.0	sassy	acorn	sassy_acorn	False
9977	Marcos Eduardo Acosta Aldrete	Marcos	Eduardo Acosta Aldrete	6	22.0	marcos	eduardo acosta aldrete	marcos_eduardo acosta aldrete	False
9978	Damián Acosta Esparza	Damián	Acosta Esparza	6	14.0	damián	acosta esparza	damián_acosta esparza	False
9979	Ricardo Acosta Fernández	Ricardo	Acosta Fernández	7	16.0	ricardo	acosta fernández	ricardo_acosta fernández	False
9980	Luis Acosta García	Luis	Acosta García	4	13.0	luis	acosta garcía	luis_acosta garcía	False
9981	Tony Acosta Jr.	Tony	Acosta Jr.	4	10.0	tony	acosta jr.	tony_acosta jr.	False
9982	Francisco Acosta López	Francisco	Acosta López	9	12.0	francisco	acosta lópez	francisco_acosta lópez	False
9983	Luis Acosta Moro	Luis	Acosta Moro	4	11.0	luis	acosta moro	luis_acosta moro	False
9984	José Acosta Nava	José	Acosta Nava	4	11.0	josé	acosta nava	josé_acosta nava	False
9985	Adelfo Acosta	Adelfo	Acosta	6	6.0	adelfo	acosta	adelfo_acosta	False
9986	Adriana Acosta	Adriana	Acosta	7	6.0	adriana	acosta	adriana_acosta	False
9987	Albert Acosta	Albert	Acosta	6	6.0	albert	acosta	albert_acosta	False
9988	Alberto Acosta	Alberto	Acosta	7	6.0	alberto	acosta	alberto_acosta	False
9989	Alfredo Acosta	Alfredo	Acosta	7	6.0	alfredo	acosta	alfredo_acosta	False
9990	Alpha Acosta	Alpha	Acosta	5	6.0	alpha	acosta	alpha_acosta	False
9991	Alvaro Acosta	Alvaro	Acosta	6	6.0	alvaro	acosta	alvaro_acosta	False
9992	Ana Acosta	Ana	Acosta	3	6.0	ana	acosta	ana_acosta	False
9993	Andrés Acosta	Andrés	Acosta	6	6.0	andrés	acosta	andrés_acosta	False
9994	Angel Acosta	Angel	Acosta	5	6.0	angel	acosta	angel_acosta	False
9995	Armando Acosta	Armando	Acosta	7	6.0	armando	acosta	armando_acosta	False
9996	Armondo Linus Acosta	Armondo	Linus Acosta	7	12.0	armondo	linus acosta	armondo_linus acosta	False
9997	Arnulfo Acosta	Arnulfo	Acosta	7	6.0	arnulfo	acosta	arnulfo_acosta	False
9998	Arregio Antonio Acosta	Arregio	Antonio Acosta	7	14.0	arregio	antonio acosta	arregio_antonio acosta	False
9999	Balbino Lacosta	Balbino	Lacosta	7	7.0	balbino	lacosta	balbino_lacosta	False
10000	Ben Acosta	Ben	Acosta	3	6.0	ben	acosta	ben_acosta	False
10001	Bob Acosta	Bob	Acosta	3	6.0	bob	acosta	bob_acosta	False
10002	Carlos Acosta	Carlos	Acosta	6	6.0	carlos	acosta	carlos_acosta	False
10003	Carlos Acosta	Carlos	Acosta	6	6.0	carlos	acosta	carlos_acosta	False
10004	Carlos Acosta	Carlos	Acosta	6	6.0	carlos	acosta	carlos_acosta	False
10005	Carlos Acosta-Milian	Carlos	Acosta-Milian	6	13.0	carlos	acosta-milian	carlos_acosta-milian	False
10006	Carmen Acosta Iraola	Carmen	Acosta Iraola	6	13.0	carmen	acosta iraola	carmen_acosta iraola	False
10007	Casimiro Acosta	Casimiro	Acosta	8	6.0	casimiro	acosta	casimiro_acosta	False
10008	Cayetano Acosta	Cayetano	Acosta	8	6.0	cayetano	acosta	cayetano_acosta	False
10009	Cesar Acosta	Cesar	Acosta	5	6.0	cesar	acosta	cesar_acosta	False
10010	Charles Acosta	Charles	Acosta	7	6.0	charles	acosta	charles_acosta	False
10011	Christina Acosta	Christina	Acosta	9	6.0	christina	acosta	christina_acosta	False
10012	Danny Acosta	Danny	Acosta	5	6.0	danny	acosta	danny_acosta	False
10013	David Acosta	David	Acosta	5	6.0	david	acosta	david_acosta	False
10014	Dennis Acosta	Dennis	Acosta	6	6.0	dennis	acosta	dennis_acosta	False
10015	Eleuterio Acosta	Eleuterio	Acosta	9	6.0	eleuterio	acosta	eleuterio_acosta	False
10016	Elio Acosta	Elio	Acosta	4	6.0	elio	acosta	elio_acosta	False
10017	Emilio Acosta	Emilio	Acosta	6	6.0	emilio	acosta	emilio_acosta	False
10018	Enrique Acosta	Enrique	Acosta	7	6.0	enrique	acosta	enrique_acosta	False
10019	Eric Acosta	Eric	Acosta	4	6.0	eric	acosta	eric_acosta	False
10020	Erika Acosta	Erika	Acosta	5	6.0	erika	acosta	erika_acosta	False
10021	Francisco Acosta	Francisco	Acosta	9	6.0	francisco	acosta	francisco_acosta	False
10022	Javier Acosta	Javier	Acosta	6	6.0	javier	acosta	javier_acosta	False
10023	Frazer Acosta	Frazer	Acosta	6	6.0	frazer	acosta	frazer_acosta	False
10024	Greg Acosta	Greg	Acosta	4	6.0	greg	acosta	greg_acosta	False
10025	Gregorio Acosta	Gregorio	Acosta	8	6.0	gregorio	acosta	gregorio_acosta	False
10026	Gustavo Acosta	Gustavo	Acosta	7	6.0	gustavo	acosta	gustavo_acosta	False
10027	Harvey Acosta	Harvey	Acosta	6	6.0	harvey	acosta	harvey_acosta	False
10028	Hugo Acosta	Hugo	Acosta	4	6.0	hugo	acosta	hugo_acosta	False
10029	Humberto Acosta	Humberto	Acosta	8	6.0	humberto	acosta	humberto_acosta	False
10030	Ines Acosta	Ines	Acosta	4	6.0	ines	acosta	ines_acosta	False
10031	Ivan Acosta	Ivan	Acosta	4	6.0	ivan	acosta	ivan_acosta	False
10032	John Alexander Acosta	John	Alexander Acosta	4	16.0	john	alexander acosta	john_alexander acosta	False
10033	Jorge Acosta	Jorge	Acosta	5	6.0	jorge	acosta	jorge_acosta	False
10034	José Manuel Acosta	José	Manuel Acosta	4	13.0	josé	manuel acosta	josé_manuel acosta	False
10035	José Acosta	José	Acosta	4	6.0	josé	acosta	josé_acosta	False
10036	José Alberto Acosta	José	Alberto Acosta	4	14.0	josé	alberto acosta	josé_alberto acosta	False
10037	José Luis Acosta	José	Luis Acosta	4	11.0	josé	luis acosta	josé_luis acosta	False
10038	Juan Acosta	Juan	Acosta	4	6.0	juan	acosta	juan_acosta	False
10039	Juana Acosta	Juana	Acosta	5	6.0	juana	acosta	juana_acosta	False
10040	Julian Acosta	Julian	Acosta	6	6.0	julian	acosta	julian_acosta	False
10041	Julio Acosta	Julio	Acosta	5	6.0	julio	acosta	julio_acosta	False
10042	Karla Acosta	Karla	Acosta	5	6.0	karla	acosta	karla_acosta	False
10043	Kevin Acosta	Kevin	Acosta	5	6.0	kevin	acosta	kevin_acosta	False
10044	Larry Acosta	Larry	Acosta	5	6.0	larry	acosta	larry_acosta	False
10045	Leo Acosta	Leo	Acosta	3	6.0	leo	acosta	leo_acosta	False
10046	Leonardo Acosta	Leonardo	Acosta	8	6.0	leonardo	acosta	leonardo_acosta	False
10047	Leonardo Acosta	Leonardo	Acosta	8	6.0	leonardo	acosta	leonardo_acosta	False
